invoice_id,client_id,client_industry,invoice_amount,payment_terms_days,invoice_day_of_week,invoice_day_of_month,invoice_month,days_since_invoice_sent,client_avg_days_to_pay,client_late_payment_rate,client_total_invoices_before_this,amount_vs_client_avg,is_repeat_client,payment_status
INV-11905,CL-1004,Photography,50300.0,15,3,19,3,24,56.0,0.167,38,1.26,True,on_time
INV-11906,CL-1005,Copywriting,28200.0,30,6,25,12,44,23.5,0.05,38,0.7,True,on_time
INV-11907,CL-1006,Design,65200.0,30,5,23,6,89,58.4,0.333,38,0.74,True,very_late
INV-11908,CL-1007,Development,71900.0,30,3,24,4,31,33.0,0.167,38,0.64,True,on_time
INV-11909,CL-1008,Marketing,181900.0,30,5,23,11,3,19.9,0.05,38,0.87,True,on_time
INV-11910,CL-1009,Consulting,55700.0,45,1,9,10,58,14.4,0.05,38,0.87,True,on_time
INV-11911,CL-1010,Photography,55600.0,15,2,8,10,74,48.3,0.9,38,0.87,True,very_late
INV-11912,CL-1011,Copywriting,70900.0,15,0,4,2,82,21.1,0.05,38,0.98,True,very_late
INV-11913,CL-1012,Design,50600.0,30,3,23,10,10,14.4,0.05,38,0.79,True,on_time
INV-11914,CL-1013,Development,15900.0,15,3,6,7,32,67.0,0.9,38,0.66,True,very_late
INV-11915,CL-1014,Marketing,242000.0,45,4,22,7,75,23.1,0.05,38,1.51,True,late
INV-11916,CL-1015,Consulting,82000.0,30,6,24,2,13,21.6,0.05,38,0.93,True,on_time
INV-11917,CL-1016,Photography,115000.0,30,6,5,5,26,17.1,0.05,38,1.44,True,on_time
INV-11918,CL-1017,Copywriting,17100.0,30,5,10,1,21,22.2,0.05,38,0.71,True,on_time
INV-11919,CL-1018,Design,246700.0,15,0,3,12,53,25.3,0.05,38,1.54,True,very_late
INV-11920,CL-1019,Development,17100.0,45,2,24,7,21,45.1,0.9,38,0.71,True,very_late
INV-11921,CL-1020,Marketing,232300.0,15,5,5,4,62,25.3,0.05,38,0.81,True,very_late
INV-11922,CL-1021,Consulting,135200.0,15,3,19,4,23,55.5,0.5,38,1.41,True,very_late
INV-11923,CL-1022,Photography,42100.0,45,1,26,4,33,18.8,0.05,38,1.75,True,on_time
INV-11924,CL-1023,Copywriting,128900.0,30,3,21,10,13,16.2,0.05,38,1.46,True,on_time
INV-11925,CL-1024,Design,212500.0,15,0,10,2,48,27.4,0.05,38,0.95,True,late
INV-11926,CL-1025,Development,119800.0,15,2,1,10,30,18.7,0.05,38,0.83,True,on_time
INV-11927,CL-1026,Marketing,264400.0,45,6,4,1,7,15.3,0.05,38,1.57,True,on_time
INV-11928,CL-1027,Consulting,14100.0,15,5,19,1,12,46.5,0.833,38,0.88,True,very_late
INV-11929,CL-1028,Photography,147200.0,15,3,20,9,34,25.9,0.05,38,0.61,True,on_time
INV-11930,CL-1029,Copywriting,124200.0,30,6,11,10,54,22.5,0.05,38,0.78,True,late
INV-11931,CL-1030,Design,298800.0,45,2,11,4,46,25.3,0.05,38,0.85,True,on_time
INV-11932,CL-1031,Development,135700.0,30,4,2,6,42,24.2,0.05,38,1.0,True,on_time
INV-11933,CL-1032,Marketing,21100.0,15,3,28,12,51,53.0,0.167,38,0.88,True,very_late
INV-11934,CL-1033,Consulting,391400.0,15,0,20,2,67,27.6,0.05,38,1.12,True,very_late
INV-11935,CL-1034,Photography,151200.0,45,6,27,4,47,19.3,0.05,38,1.05,True,on_time
INV-11936,CL-1035,Copywriting,132800.0,45,5,28,8,65,21.7,0.05,38,0.61,True,on_time
INV-11937,CL-1036,Design,238400.0,15,0,21,6,2,25.6,0.05,38,0.68,True,on_time
INV-11938,CL-1037,Development,111200.0,15,6,24,6,86,22.7,0.05,38,0.77,True,very_late
INV-11939,CL-1038,Marketing,312400.0,45,3,13,12,78,26.1,0.05,38,1.39,True,late
INV-11940,CL-1039,Consulting,23400.0,30,3,16,11,89,38.9,0.167,38,0.58,True,very_late
INV-11941,CL-1040,Photography,53300.0,45,3,10,10,24,23.9,0.05,38,1.11,True,on_time
INV-11942,CL-1041,Copywriting,96500.0,45,4,26,12,64,45.7,0.167,38,0.52,True,late
INV-11943,CL-1042,Design,125200.0,30,6,3,5,86,34.7,0.167,38,0.98,True,very_late
INV-11944,CL-1043,Development,63100.0,30,1,15,2,61,18.1,0.05,38,0.46,True,late
INV-11945,CL-1044,Marketing,168200.0,15,1,7,3,84,46.2,0.167,38,1.05,True,very_late
INV-11946,CL-1045,Consulting,91800.0,15,3,23,1,20,17.3,0.05,38,1.27,True,on_time
INV-11947,CL-1046,Photography,18100.0,30,3,25,5,28,63.5,0.833,38,0.75,True,on_time
INV-11948,CL-1047,Copywriting,104600.0,45,3,22,2,85,17.9,0.05,38,0.87,True,very_late
INV-11949,CL-1048,Design,377800.0,45,5,24,8,11,22.9,0.05,38,1.63,True,on_time
INV-11950,CL-1049,Development,406800.0,30,6,8,10,76,19.1,0.05,38,1.16,True,late
INV-11951,CL-1000,Design,19800.0,30,3,23,12,48,23.0,0.05,39,0.82,True,on_time
INV-11952,CL-1001,Development,215200.0,45,6,14,4,28,14.4,0.05,39,1.79,True,on_time
INV-11953,CL-1002,Marketing,98500.0,30,0,4,2,43,17.9,0.05,39,1.76,True,on_time
INV-11954,CL-1003,Consulting,165400.0,15,5,4,10,47,17.1,0.05,39,1.59,True,late
INV-11955,CL-1004,Photography,49100.0,30,3,19,12,0,56.0,0.167,39,1.23,True,on_time
INV-11956,CL-1005,Copywriting,24400.0,45,4,7,7,54,23.5,0.05,39,0.61,True,on_time
INV-11957,CL-1006,Design,125300.0,30,6,22,3,66,58.4,0.333,39,1.42,True,very_late
INV-11958,CL-1007,Development,66300.0,45,1,4,7,1,33.0,0.167,39,0.59,True,on_time
INV-11959,CL-1008,Marketing,201700.0,30,2,5,5,28,19.9,0.05,39,0.97,True,on_time
INV-11960,CL-1009,Consulting,89200.0,30,1,20,5,18,14.4,0.05,39,1.39,True,on_time
INV-11961,CL-1010,Photography,122500.0,45,0,20,6,39,48.3,0.9,39,1.91,True,late
INV-11962,CL-1011,Copywriting,63800.0,45,0,9,12,73,21.1,0.05,39,0.89,True,late
INV-11963,CL-1012,Design,58400.0,15,3,10,12,48,14.4,0.05,39,0.91,True,late
INV-11964,CL-1013,Development,33600.0,30,1,27,12,26,67.0,0.9,39,1.4,True,on_time
INV-11965,CL-1014,Marketing,105900.0,15,5,24,1,22,23.1,0.05,39,0.66,True,on_time
INV-11966,CL-1015,Consulting,111300.0,45,3,10,11,20,21.6,0.05,39,1.26,True,on_time
INV-11967,CL-1016,Photography,109100.0,45,3,11,7,86,17.1,0.05,39,1.36,True,very_late
INV-11968,CL-1017,Copywriting,24500.0,30,6,13,7,9,22.2,0.05,39,1.02,True,on_time
INV-11969,CL-1018,Design,247800.0,30,2,23,4,89,25.3,0.05,39,1.55,True,very_late
INV-11970,CL-1019,Development,21200.0,30,0,5,6,74,45.1,0.9,39,0.88,True,very_late
INV-11971,CL-1020,Marketing,328900.0,15,6,23,5,58,25.3,0.05,39,1.14,True,very_late
INV-11972,CL-1021,Consulting,77900.0,45,1,15,12,61,55.5,0.5,39,0.81,True,very_late
INV-11973,CL-1022,Photography,20800.0,15,1,7,12,25,18.8,0.05,39,0.87,True,on_time
INV-11974,CL-1023,Copywriting,106200.0,15,2,24,10,13,16.2,0.05,39,1.21,True,on_time
INV-11975,CL-1024,Design,203100.0,15,3,14,11,21,27.4,0.05,39,0.91,True,on_time
INV-11976,CL-1025,Development,172500.0,15,2,16,3,6,18.7,0.05,39,1.2,True,on_time
INV-11977,CL-1026,Marketing,360800.0,45,5,11,10,55,15.3,0.05,39,2.15,True,on_time
INV-11978,CL-1027,Consulting,13100.0,45,5,13,4,4,46.5,0.833,39,0.82,True,very_late
INV-11979,CL-1028,Photography,232300.0,30,3,10,12,76,25.9,0.05,39,0.97,True,very_late
INV-11980,CL-1029,Copywriting,236500.0,45,5,13,12,85,22.5,0.05,39,1.48,True,very_late
INV-11981,CL-1030,Design,270900.0,30,6,27,11,48,25.3,0.05,39,0.77,True,on_time
INV-11982,CL-1031,Development,138400.0,45,3,12,1,15,24.2,0.05,39,1.02,True,on_time
INV-11983,CL-1032,Marketing,19400.0,15,3,21,11,65,53.0,0.167,39,0.81,True,very_late
INV-11984,CL-1033,Consulting,390300.0,45,4,19,8,35,27.6,0.05,39,1.12,True,on_time
INV-11985,CL-1034,Photography,291500.0,15,6,19,3,49,19.3,0.05,39,2.02,True,late
INV-11986,CL-1035,Copywriting,188000.0,45,5,14,5,73,21.7,0.05,39,0.87,True,late
INV-11987,CL-1036,Design,395300.0,30,0,23,9,23,25.6,0.05,39,1.13,True,on_time
INV-11988,CL-1037,Development,163100.0,45,0,13,9,68,22.7,0.05,39,1.13,True,late
INV-11989,CL-1038,Marketing,267400.0,45,3,3,9,74,26.1,0.05,39,1.19,True,late
INV-11990,CL-1039,Consulting,48800.0,45,0,25,4,84,38.9,0.167,39,1.22,True,very_late
INV-11991,CL-1040,Photography,77300.0,15,6,20,12,23,23.9,0.05,39,1.61,True,very_late
INV-11992,CL-1041,Copywriting,500000.0,30,6,11,2,5,45.7,0.167,39,2.72,True,late
INV-11993,CL-1042,Design,139400.0,15,5,6,2,71,34.7,0.167,39,1.09,True,very_late
INV-11994,CL-1043,Development,165100.0,15,0,4,9,38,18.1,0.05,39,1.21,True,late
INV-11995,CL-1044,Marketing,313700.0,45,1,14,11,0,46.2,0.167,39,1.96,True,late
INV-11996,CL-1045,Consulting,39900.0,15,4,26,5,84,17.3,0.05,39,0.55,True,very_late
INV-11997,CL-1046,Photography,12000.0,15,4,16,12,40,63.5,0.833,39,0.5,True,very_late
INV-11998,CL-1047,Copywriting,58200.0,30,4,18,9,26,17.9,0.05,39,0.48,True,on_time
INV-11999,CL-1048,Design,112100.0,45,6,2,4,4,22.9,0.05,39,0.48,True,on_time
INV-12000,CL-1049,Development,500000.0,30,6,27,4,17,19.1,0.05,39,1.43,True,on_time
